ordinal,question_id,n_hops,run_id,condition,retriever,seed,status,termination_reason,abstention_reason,answer_mode,answered_target_ids,deferred_target_ids,split_memberships,gold_count,accepted_count,gold_true_positive,provision_precision,provision_recall,provision_f1,provision_em,accepted_complete_evidence,token_f1,token_f1_at_800,candidate_answer,candidate_answer_status,candidate_answer_basis,candidate_answer_available,candidate_token_f1_at_800,candidate_exact_match_at_800,lf_eval_score_raw,lf_eval_score_normalized,supported_answer,false_supported,gold_incomplete_supported_answer,citation_integrity_attempted,citation_integrity_passed,retrieval_rounds,retrieval_requests,candidate_count_returned,candidate_count_unique,end_to_end_latency_ms,stage_provenance_available,first_stage_recall_at_100,first_stage_complete_at_100,rrf_recall_at_100,rrf_complete_at_100,bge_recall_at_10,bge_complete_at_10,bge_recall_at_20,bge_complete_at_20,bge_recall_at_30,bge_complete_at_30,record_directory
11,qa_234_2hop_892_rand,2,d98719db-c50a-46b4-8a83-5d788f16b2ec,B1a-Qwen3.8-Q8_0,bm25,0,ABSTAIN,MAX_RETRIEVAL_ROUNDS_REACHED,INSUFFICIENT_CRITICAL_EVIDENCE,,,,all,2,2,2,1.0,1.0,1.0,True,True,0.0,0.0,,UNRECORDED,,False,,,,,False,,False,False,,3,6,40,23,323379.85,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,/root/Legal Harness/records/runs/d98719db-c50a-46b4-8a83-5d788f16b2ec
12,qa_26_2hop_104_rand,2,8fd59ff5-607c-4f51-80f4-55b5be20813c,B1a-Qwen3.8-Q8_0,bm25,0,ABSTAIN,MAX_RETRIEVAL_ROUNDS_REACHED,INSUFFICIENT_CRITICAL_EVIDENCE,,,,all,2,3,1,0.3333333333333333,0.5,0.4,False,False,0.0,0.0,,UNRECORDED,,False,,,,,False,,False,False,,3,8,60,48,356863.813,True,0.5,False,0.5,False,0.5,False,0.5,False,0.5,False,/root/Legal Harness/records/runs/8fd59ff5-607c-4f51-80f4-55b5be20813c
13,qa_281_2hop_441,2,25499bc6-7d69-49d1-9bba-c555b426f459,B1a-Qwen3.8-Q8_0,bm25,0,ABSTAIN,MAX_RETRIEVAL_ROUNDS_REACHED,INSUFFICIENT_CRITICAL_EVIDENCE,,,,all,2,3,1,0.3333333333333333,0.5,0.4,False,False,0.0,0.0,,UNRECORDED,,False,,,,,False,,False,False,,3,7,50,34,399074.171,True,1.0,True,1.0,True,0.5,False,0.5,False,0.5,False,/root/Legal Harness/records/runs/25499bc6-7d69-49d1-9bba-c555b426f459
14,qa_290_2hop_453,2,5641c9d3-b1fc-42fa-9db6-346bd89d4886,B1a-Qwen3.8-Q8_0,bm25,0,ABSTAIN,MAX_RETRIEVAL_ROUNDS_REACHED,INSUFFICIENT_CRITICAL_EVIDENCE,,,,all,2,7,0,0.0,0.0,0.0,False,False,0.0,0.0,,UNRECORDED,,False,,,,,False,,False,False,,3,9,60,47,493694.853,True,0.5,False,0.5,False,0.0,False,0.5,False,0.5,False,/root/Legal Harness/records/runs/5641c9d3-b1fc-42fa-9db6-346bd89d4886
15,qa_423_2hop_656,2,e79bf61d-6cf0-40eb-98ba-b6d97c68d42f,B1a-Qwen3.8-Q8_0,bm25,0,ABSTAIN,MAX_RETRIEVAL_ROUNDS_REACHED,INSUFFICIENT_CRITICAL_EVIDENCE,,,,all,2,3,1,0.3333333333333333,0.5,0.4,False,False,0.0,0.0,,UNRECORDED,,False,,,,,False,,False,False,,3,6,40,28,337134.045,True,1.0,True,1.0,True,0.5,False,0.5,False,0.5,False,/root/Legal Harness/records/runs/e79bf61d-6cf0-40eb-98ba-b6d97c68d42f
16,qa_430_2hop_668,2,2011cd30-e66c-4cf6-9de9-f36f06d885a6,B1a-Qwen3.8-Q8_0,bm25,0,ABSTAIN,MAX_RETRIEVAL_ROUNDS_REACHED,INSUFFICIENT_CRITICAL_EVIDENCE,,,,all,2,3,2,0.6666666666666666,1.0,0.8,False,True,0.0,0.0,,UNRECORDED,,False,,,,,False,,False,False,,3,6,40,33,373989.314,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,/root/Legal Harness/records/runs/2011cd30-e66c-4cf6-9de9-f36f06d885a6
17,qa_83_2hop_325_rand,2,7d97eef3-e9a3-4736-b895-1bf94f848623,B1a-Qwen3.8-Q8_0,bm25,0,ANSWER,COMPLETED,,,,,all,2,2,2,1.0,1.0,1.0,True,True,0.5277777777777779,0.5277777777777779,"1. 갑에 대한 선원수첩 발급 거절의 법적 근거
선원법 제46조 제1항에 따르면, 해양항만관청은 「병역법」 제76조제1항 각 호의 어느 하나에 해당하는 사람에게 선원수첩을 발급하지 아니할 수 있습니다 [CT1]. 문제의 사실관계에서 갑은 과거 병역법 제76조제1항 각호에 해당하는 사유로 병역의무를 이행하지 않은 자로 기재되어 있으므로, 해양항만관청은 선원법 제46조 제1항 제2호에 근거하여 갑에게 선원수첩을 발급하지 않을 수 있습니다.

2. 을에 대한 선원수첩 유효기간 제한의 법적 근거
선원법 제46조 제2항에 따르면, 해양항만관청은 선원수첩을 발급할 때 필요하다고 인정하면 해양수산부령으로 정하는 바에 따라 승선선박 또는 승선구역을 한정하거나 유효기간을 정하여 발급할 수 있습니다 [CT2]. 따라서 해양항만관청이 을에게 선원수첩의 유효기간을 제한한 행위는 동 조항에 근거하여 이루어진 것입니다.",LEGACY_PUBLISHED_FALLBACK,,True,0.5277777777777779,False,,,True,,False,True,True,2,4,30,27,260720.708,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,/root/Legal Harness/records/runs/7d97eef3-e9a3-4736-b895-1bf94f848623
18,qa_104_3hop_182,3,79d4443c-5f4c-4b3a-9fb1-e5b0a9f28c80,B1a-Qwen3.8-Q8_0,bm25,0,ABSTAIN,MAX_RETRIEVAL_ROUNDS_REACHED,INSUFFICIENT_CRITICAL_EVIDENCE,,,,all,3,5,2,0.4,0.6666666666666666,0.5,False,False,0.0,0.0,,UNRECORDED,,False,,,,,False,,False,False,,3,9,60,52,430129.47,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,/root/Legal Harness/records/runs/79d4443c-5f4c-4b3a-9fb1-e5b0a9f28c80
19,qa_321_3hop_511,3,ac00eebc-0abe-483d-bc96-3dde0fc9148e,B1a-Qwen3.8-Q8_0,bm25,0,ABSTAIN,MAX_RETRIEVAL_ROUNDS_REACHED,INSUFFICIENT_CRITICAL_EVIDENCE,,,,all,3,1,0,0.0,0.0,0.0,False,False,0.0,0.0,,UNRECORDED,,False,,,,,False,,False,False,,3,7,40,25,324128.869,True,0.3333333333333333,False,0.3333333333333333,False,0.0,False,0.0,False,0.0,False,/root/Legal Harness/records/runs/ac00eebc-0abe-483d-bc96-3dde0fc9148e
20,qa_352_3hop_554,3,05d40ad9-8943-497b-ae07-ab6f5fbe4e17,B1a-Qwen3.8-Q8_0,bm25,0,ABSTAIN,MAX_RETRIEVAL_ROUNDS_REACHED,INSUFFICIENT_CRITICAL_EVIDENCE,,,,all,3,2,1,0.5,0.3333333333333333,0.4,False,False,0.0,0.0,,UNRECORDED,,False,,,,,False,,False,False,,3,6,60,42,319372.368,True,0.6666666666666666,False,0.6666666666666666,False,0.3333333333333333,False,0.3333333333333333,False,0.6666666666666666,False,/root/Legal Harness/records/runs/05d40ad9-8943-497b-ae07-ab6f5fbe4e17
21,qa_74_3hop_116,3,17c64a2d-c33b-4b95-9aff-04a22c3c7057,B1a-Qwen3.8-Q8_0,bm25,0,ABSTAIN,MAX_RETRIEVAL_ROUNDS_REACHED,INSUFFICIENT_CRITICAL_EVIDENCE,,,,all,3,1,1,1.0,0.3333333333333333,0.5,False,False,0.0,0.0,,UNRECORDED,,False,,,,,False,,False,False,,3,6,50,43,309409.814,True,1.0,True,0.6666666666666666,False,0.3333333333333333,False,0.3333333333333333,False,0.3333333333333333,False,/root/Legal Harness/records/runs/17c64a2d-c33b-4b95-9aff-04a22c3c7057
